CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15576044,Akabueze,554,Germany,Male,44.0,9,121823.26,1,1.0,0.0,79577.68,1
15626012,Obidimkpa,714,France,Male,26.0,6,149879.66,2,1.0,1.0,50016.17,0
15671137,Sazonova,703,Spain,Male,39.0,9,0.0,1,1.0,0.0,131363.57,1
15665180,Vasilieva,616,Spain,Male,31.0,3,136789.14,2,0.0,1.0,59346.4,0
15765461,Shih,586,France,Female,58.0,2,147262.11,1,1.0,1.0,100835.19,0
15794849,Chidubem,785,Spain,Male,41.0,4,0.0,1,1.0,0.0,170968.99,1
15573769,Yermolayev,834,France,Male,49.0,6,0.0,2,1.0,0.0,81999.53,0
15583026,L?,632,France,Male,32.0,5,0.0,2,1.0,1.0,105817.87,0
15704795,Kumm,746,France,Male,33.0,7,0.0,2,1.0,1.0,178067.33,0
15678626,Okonkwo,797,Spain,Female,55.0,0,99208.46,2,0.0,1.0,62402.38,1
15624993,Ch'ien,753,France,Female,36.0,9,128518.98,1,1.0,0.0,44567.83,0
15593973,Chiu,749,Germany,Male,50.0,5,132576.25,1,1.0,0.0,125939.18,1
15661591,Panicucci,413,Germany,Male,28.0,3,130969.77,2,1.0,1.0,158891.79,0
15635330,Walker,611,Spain,Male,45.0,0,0.0,2,1.0,0.0,82403.08,0
15761718,Lucchesi,752,France,Male,37.0,6,0.0,2,0.0,0.0,1187.88,0
15756475,Kenniff,551,Germany,Male,31.0,9,82293.82,2,0.0,1.0,91565.25,1
15653849,Ting,747,Germany,Male,58.0,9,114514.71,1,1.0,0.0,45414.12,1
15799785,Hs?,714,France,Male,52.0,8,0.0,2,1.0,1.0,147815.19,0
15723827,Hsia,683,France,Male,30.0,4,114779.35,1,0.0,0.0,183171.47,0
15673599,Mamelu,684,Germany,Female,31.0,3,142293.54,3,1.0,0.0,146650.6,1
15662494,Ibezimako,696,France,Female,27.0,5,0.0,2,0.0,0.0,181499.77,0
15643671,Chiekwugo,773,France,Male,36.0,8,77253.22,2,1.0,1.0,35817.97,0
15759537,Ch'iu,591,Germany,Female,35.0,10,101099.9,1,1.0,0.0,195692.3,0
15580912,McNeill,488,Germany,Male,34.0,5,154737.88,2,0.0,1.0,172638.13,0
15800806,Johnston,685,Spain,Male,31.0,10,122449.31,2,1.0,1.0,180769.55,0
15777591,Hs?,579,France,Male,39.0,6,160541.0,2,1.0,1.0,149913.08,0
15645353,Chubb,607,France,Male,26.0,1,0.0,2,1.0,0.0,29818.2,0
15776824,Aksenov,742,France,Female,29.0,8,92219.41,1,1.0,1.0,132468.76,0
15797900,T'ien,611,France,Male,25.0,7,131344.52,1,0.0,1.0,24677.54,0
15791342,Onyekachi,677,France,Female,31.0,3,0.0,2,1.0,1.0,182633.63,0
15593694,Omeokachie,461,France,Female,40.0,6,122314.64,1,1.0,0.0,172450.19,1
15673772,Nkemakolam,753,Spain,Male,37.0,8,0.0,1,1.0,1.0,168816.35,0
15775116,Tung,634,France,Female,47.0,1,0.0,1,1.0,0.0,73883.56,1
15780088,Porter,647,Spain,Male,34.0,9,132439.99,1,1.0,0.0,177747.72,0
15791774,Goliwe,577,France,Male,36.0,3,112668.48,1,1.0,1.0,171344.02,0
15637366,Su,809,France,Male,31.0,5,0.0,2,1.0,0.0,122782.5,0
15579787,Nkemakonam,686,France,Female,45.0,4,0.0,1,1.0,0.0,155023.93,1
15640034,Mazzi,633,France,Female,29.0,6,0.0,2,1.0,0.0,93874.67,0
15807335,Hsueh,494,France,Female,36.0,6,0.0,1,1.0,1.0,95583.52,0
15720509,Shao,699,France,Male,31.0,7,0.0,2,1.0,0.0,171922.92,0
15797733,Macfarlan,668,Germany,Male,38.0,4,131136.97,2,1.0,1.0,93713.83,0
15719579,Calabrese,703,France,Male,37.0,1,0.0,2,1.0,1.0,166850.97,0
15725882,Nwachukwu,663,France,Female,54.0,6,0.0,1,1.0,1.0,170950.58,1
15763612,T'an,756,Germany,Male,41.0,3,124439.49,2,1.0,1.0,47093.11,0
15706232,Hs?,648,Spain,Male,56.0,0,110939.3,1,1.0,1.0,92927.42,1
15726354,Walker,599,Spain,Male,35.0,8,0.0,2,1.0,1.0,59816.41,0
15747541,Maclean,678,Germany,Female,43.0,8,129845.53,1,0.0,0.0,120853.51,1
15660301,T'ien,563,France,Male,43.0,7,146425.31,1,1.0,0.0,139435.54,0
15796849,Hsiung,682,Germany,Female,34.0,5,126731.71,1,1.0,0.0,153870.58,1
15674343,Lettiere,620,France,Male,46.0,8,177799.83,1,1.0,1.0,45414.09,0
15593772,Shao,721,Spain,Male,30.0,9,0.0,2,1.0,1.0,177747.05,0
15646563,Y?,652,France,Male,40.0,0,0.0,2,0.0,0.0,145593.85,0
15791326,Macleod,535,France,Male,34.0,3,123575.51,2,1.0,1.0,121525.48,0
15654296,Mazzanti,584,Germany,Male,26.0,1,127539.9,2,0.0,0.0,82712.53,0
15660688,King,701,Spain,Female,35.0,2,0.0,2,0.0,0.0,170996.86,0
15780038,Ts'ai,577,France,Male,42.0,2,127539.97,1,1.0,1.0,85412.28,0
15792818,Blair,663,Germany,Female,34.0,1,131569.63,1,1.0,1.0,158071.69,0
15762882,Hsia,640,Spain,Male,50.0,1,0.0,2,0.0,1.0,13906.34,0
15692931,Palermo,711,Spain,Male,36.0,1,139422.39,1,1.0,0.0,44965.44,0
15603840,Lo Duca,707,Germany,Female,38.0,5,106920.91,1,0.0,1.0,52404.47,1
15651581,Bales,631,France,Male,31.0,1,141859.12,1,1.0,1.0,74532.02,0
15777797,Nnaemeka,637,Spain,Male,64.0,1,0.0,1,0.0,1.0,181490.42,0
15616700,H?,622,France,Male,29.0,9,0.0,2,1.0,1.0,155786.39,0
15659234,Chiang,494,France,Male,30.0,3,85704.95,1,1.0,0.0,27886.06,0
15673877,Ibeabuchi,775,France,Female,20.0,6,109026.6,1,1.0,1.0,120801.65,0
15784700,Chikelu,817,France,Female,31.0,7,117799.28,1,1.0,1.0,182372.35,0
15768233,Fanucci,703,France,Male,38.0,10,0.0,2,1.0,1.0,170886.87,0
15690175,Fanucci,592,Spain,Male,32.0,7,0.0,2,1.0,1.0,140941.47,0
15579526,Niu,743,Germany,Male,37.0,2,132627.51,1,1.0,0.0,183566.87,1
15623082,Ndukaku,726,France,Female,26.0,5,0.0,2,1.0,0.0,52449.97,1
15641822,Mironova,431,France,Male,37.0,4,0.0,2,1.0,1.0,171344.06,0
15756875,Johnston,571,France,Female,50.0,4,0.0,1,1.0,0.0,145567.36,1
15791534,Scott,588,Germany,Male,30.0,10,126683.4,1,1.0,1.0,131636.55,0
15671139,Shih,659,Spain,Female,39.0,0,107042.74,1,1.0,0.0,102284.2,1
15576935,Ampt,743,Spain,Male,43.0,2,161807.18,2,0.0,1.0,93228.86,0
15669946,Shih,639,Germany,Female,43.0,7,123873.52,1,1.0,1.0,51113.17,0
15673599,Williamson,618,Spain,Male,35.0,5,133476.09,1,0.0,1.0,154843.4,0
15624391,T'ang,722,France,Male,40.0,8,0.0,2,1.0,0.0,152843.53,0
15629117,Eremenko,712,France,Female,25.0,5,121789.63,2,1.0,1.0,79458.73,0
15797760,Ch'iu,672,France,Female,28.0,5,90612.34,1,1.0,1.0,149139.13,0
15800434,Ndubuagha,804,France,Male,39.0,0,117468.64,1,0.0,0.0,121206.83,0
15798532,Hs?,682,France,Female,46.0,10,0.0,2,0.0,0.0,109184.24,0
15808971,Alleyne,730,France,Male,27.0,5,0.0,2,1.0,0.0,133537.53,0
15687540,Pagnotto,506,France,Female,32.0,8,0.0,2,1.0,0.0,53534.8,0
15687903,Pinto,749,France,Male,38.0,6,0.0,2,1.0,0.0,166468.28,0
15629551,Li Fonti,569,France,Male,43.0,3,0.0,1,0.0,0.0,119996.68,1
15583597,Ts'ai,553,Germany,Female,21.0,3,137553.29,2,1.0,0.0,52327.57,0
15782418,Chiagoziem,681,Germany,Male,58.0,9,130147.98,2,0.0,0.0,118749.58,1
15689351,Ritchie,558,France,Male,47.0,0,0.0,1,1.0,1.0,118740.69,1
15577064,Onyekaozulu,507,Germany,Female,36.0,8,139979.07,2,1.0,0.0,65567.91,0
15690958,Palerma,594,France,Male,35.0,2,185732.59,1,1.0,1.0,155843.48,0
15603683,Ofodile,796,Spain,Female,23.0,3,146584.19,2,0.0,0.0,125445.8,1
15585599,Dyer,615,France,Female,40.0,10,0.0,1,1.0,0.0,125870.78,1
15606887,Hill,619,France,Male,28.0,2,0.0,1,1.0,0.0,193880.6,0
15754574,P'eng,471,Spain,Male,28.0,1,0.0,1,1.0,0.0,95890.96,0
15658852,Nwankwo,434,Germany,Male,29.0,1,137555.44,2,1.0,1.0,152880.5,0
15673342,Ts'ui,706,Spain,Male,30.0,5,0.0,2,1.0,1.0,80425.65,0
15668575,Pagnotto,758,France,Female,46.0,2,0.0,1,1.0,0.0,173486.39,1
15641640,Kirillova,611,France,Female,48.0,2,0.0,1,0.0,1.0,161435.02,1
15606887,Olejuru,762,France,Male,29.0,8,0.0,2,1.0,0.0,43075.7,0
15699797,Lucchesi,635,France,Male,36.0,2,0.0,2,1.0,1.0,93835.64,0
15741417,Ts'ui,706,France,Female,42.0,8,0.0,2,1.0,0.0,167778.61,0
15655298,Calabresi,630,Spain,Female,38.0,8,0.0,2,1.0,0.0,76614.41,0
15572777,Nnachetam,709,France,Female,37.0,1,0.0,2,1.0,1.0,170819.17,0
15584584,Ejimofor,661,France,Male,34.0,0,0.0,2,1.0,1.0,121299.65,0
15660809,Hsing,633,Germany,Female,52.0,3,103421.8,1,0.0,0.0,82298.81,1
15674727,Yashina,682,Spain,Male,34.0,5,102025.32,1,0.0,0.0,96542.0,0
15711789,T'ien,683,France,Male,32.0,2,0.0,1,0.0,0.0,125518.32,0
15652677,Istomin,644,Spain,Male,43.0,9,89800.14,1,0.0,0.0,162699.8,0
15720353,Chiu,579,France,Female,59.0,7,0.0,2,1.0,1.0,87067.73,0
15791667,Shih,731,France,Female,33.0,6,0.0,2,1.0,0.0,109041.53,0
15722004,Uspenskaya,611,France,Male,37.0,6,0.0,2,1.0,0.0,149991.32,0
15665760,H?,592,Germany,Female,47.0,5,140700.61,1,0.0,1.0,133501.45,1
15641490,Sinnett,571,France,Female,32.0,2,131354.25,1,1.0,0.0,125256.53,0
15589204,Iweobiegbulam,748,Germany,Female,28.0,7,133658.24,1,1.0,1.0,77951.84,0
15750141,Nwoye,613,France,Male,37.0,3,0.0,2,0.0,1.0,142996.89,0
15574296,Genovese,773,France,Male,43.0,10,80673.96,1,1.0,0.0,72678.75,1
15663625,Mironov,731,France,Male,23.0,8,0.0,2,0.0,0.0,167723.25,0
15705620,Burt,727,France,Male,26.0,8,0.0,2,1.0,1.0,193008.52,0
15811970,Chineze,649,Spain,Female,43.0,8,91711.66,1,1.0,1.0,146411.25,1
15585892,Uvarova,684,France,Female,26.0,8,0.0,2,1.0,0.0,164074.89,0
15631609,Chukwumaobim,681,France,Male,34.0,5,127864.4,1,1.0,1.0,93829.73,0
15584518,O'Sullivan,835,France,Female,37.0,4,0.0,1,0.0,0.0,158043.11,1
15659428,Y?an,639,France,Male,27.0,2,0.0,2,1.0,1.0,81753.92,0
15677586,Romero,587,Germany,Female,32.0,8,125445.04,2,1.0,1.0,130514.78,0
15804256,Hale,765,Germany,Female,36.0,8,92310.54,1,1.0,1.0,72924.56,1
15783501,Hsia,632,Germany,Female,42.0,7,131345.26,1,0.0,1.0,100101.06,1
15622454,Ts'ai,667,Spain,Male,39.0,3,0.0,2,1.0,0.0,143622.31,0
15723028,Smith,648,France,Male,33.0,0,170228.59,1,1.0,1.0,15658.99,0
15602344,Ch'ang,479,Germany,Female,58.0,2,131644.0,1,1.0,1.0,152733.89,1
15685500,Lucchesi,727,France,Male,28.0,5,0.0,2,0.0,0.0,131763.67,0
15732704,Okwuadigbo,678,Spain,Female,25.0,3,0.0,2,0.0,1.0,125794.83,0
15786859,Genovesi,684,Germany,Male,42.0,1,121240.54,2,1.0,0.0,142514.28,0
15572767,Ch'ang,850,Spain,Female,36.0,8,0.0,2,1.0,1.0,71865.31,0
15806918,Ireland,674,France,Male,28.0,7,0.0,1,1.0,0.0,151925.25,0
15757931,Genovesi,613,France,Male,49.0,2,0.0,1,1.0,0.0,131752.04,1
15581261,Hsiung,594,France,Male,51.0,2,0.0,2,1.0,1.0,75860.01,1
15763612,Y?an,712,France,Female,43.0,4,0.0,2,0.0,0.0,117038.96,0
15576743,P'eng,715,Spain,Female,46.0,2,0.0,1,1.0,0.0,116471.26,1
15763773,L?,655,Germany,Female,24.0,3,110581.29,2,0.0,0.0,128528.61,0
15572038,Tien,706,France,Female,38.0,7,0.0,2,0.0,0.0,933.38,0
15585835,O'Brien,723,France,Female,41.0,6,0.0,2,1.0,1.0,64375.4,0
15604551,Nwankwo,590,France,Male,38.0,9,125847.75,1,1.0,0.0,73679.61,0
15720353,T'ien,539,France,Female,30.0,1,0.0,2,1.0,0.0,152577.28,0
15763515,Trevisani,615,France,Female,38.0,3,141581.08,1,1.0,0.0,177524.19,0
15592089,Larsen,788,France,Male,31.0,10,0.0,2,1.0,0.0,116111.51,0
15612494,Panicucci,359,France,Female,44.0,6,128747.69,1,0.0,1.0,146955.71,0
15660385,P'an,753,France,Female,43.0,1,0.0,2,1.0,0.0,82867.55,0
15682489,Palerma,667,France,Male,32.0,9,120108.76,1,1.0,0.0,131803.09,0
15612043,Fu,660,France,Female,33.0,0,83036.05,1,0.0,0.0,154990.58,1
15771674,Hsia,517,France,Male,44.0,3,80958.36,1,1.0,0.0,98178.57,0
15594456,Liao,740,Spain,Female,33.0,4,0.0,2,1.0,1.0,85016.64,0
15737408,Nkemakonam,684,France,Male,32.0,8,0.0,1,1.0,0.0,187955.74,0
15717191,Teng,663,France,Female,36.0,7,0.0,1,0.0,0.0,113096.55,0
15812518,Palerma,694,Spain,Female,37.0,8,0.0,2,0.0,0.0,128918.42,0
15650424,Onyemere,696,France,Male,37.0,2,0.0,2,1.0,1.0,114035.72,0
15654495,Nock,721,Spain,Female,34.0,1,0.0,2,1.0,1.0,183492.9,0
15662901,Teng,578,France,Male,38.0,9,0.0,2,1.0,0.0,61290.99,0
15780142,Wang,632,France,Male,43.0,2,100013.51,2,1.0,0.0,24275.32,0
15671973,Kesteven,674,Spain,Male,51.0,0,0.0,4,0.0,1.0,145562.4,1
15596088,K?,610,France,Female,30.0,2,0.0,2,1.0,1.0,176780.38,0
15754072,Yobanna,663,Spain,Female,33.0,2,0.0,2,1.0,0.0,138547.22,0
15808846,Maclean,718,France,Male,42.0,8,0.0,1,1.0,0.0,126561.07,1
15709604,Chiawuotu,678,Germany,Female,29.0,0,160579.17,2,0.0,1.0,18761.25,0
15636731,Ts'ai,765,Germany,Female,32.0,1,118897.1,1,0.0,1.0,62972.13,0
15659800,Ebelegbulam,627,France,Male,33.0,1,93580.32,1,1.0,1.0,143881.96,0
15606861,T'ien,727,France,Male,32.0,2,0.0,1,1.0,0.0,184514.01,0
15603088,Chin,705,France,Male,26.0,3,0.0,1,1.0,1.0,5199.02,0
15745417,Knipe,707,France,Male,58.0,9,89685.92,2,0.0,1.0,126471.13,0
15587535,Ts'ui,542,Germany,Male,33.0,8,125584.17,1,1.0,0.0,170634.49,0
15582841,Iadanza,703,France,Female,56.0,8,0.0,1,1.0,0.0,163558.36,1
15693398,Onyekachukwu,558,France,Male,40.0,7,0.0,2,0.0,0.0,52327.57,0
15810390,Lombardi,636,Spain,Female,71.0,7,0.0,2,1.0,1.0,73585.18,1
15771457,Gannon,635,Spain,Female,37.0,9,0.0,1,1.0,0.0,26389.62,0
15575391,Dyer,624,Germany,Male,29.0,4,107839.9,2,1.0,1.0,75578.67,0
15624703,Okonkwo,583,Germany,Male,35.0,9,129847.75,2,1.0,1.0,197325.4,0
15626414,Russell,703,Germany,Female,50.0,3,98862.54,1,0.0,0.0,151516.7,1
15602851,Baresi,590,France,Male,37.0,6,0.0,2,1.0,1.0,72462.25,0
15800229,Clements,718,France,Male,37.0,8,0.0,2,1.0,0.0,70810.8,0
15806486,Tretyakova,601,France,Female,27.0,0,0.0,2,0.0,1.0,102515.58,0
15793049,Li Fonti,625,France,Male,43.0,9,0.0,2,0.0,0.0,56937.43,0
15694510,Martin,645,France,Male,40.0,9,124043.0,1,0.0,1.0,187964.55,0
15595588,Ugochukwu,731,France,Male,25.0,9,0.0,2,1.0,1.0,183872.88,0
15780056,Hs?,660,Spain,Male,33.0,4,0.0,1,1.0,0.0,29664.45,0
15572360,Onwumelu,591,Germany,Male,32.0,3,95900.04,2,1.0,0.0,171070.39,0
15766741,Mbadiwe,678,France,Male,33.0,2,182888.08,1,1.0,0.0,3061.0,1
15583595,T'ien,596,France,Female,40.0,7,0.0,2,1.0,0.0,91830.75,0
15671387,Fetherstonhaugh,507,France,Female,29.0,6,89349.47,2,0.0,0.0,180626.68,0
15582892,McMillan,770,France,Female,32.0,9,0.0,2,0.0,1.0,32683.88,0
15727041,Pirozzi,756,France,Male,20.0,2,0.0,2,1.0,1.0,123450.58,0
15716984,Palermo,695,Spain,Female,56.0,5,0.0,3,0.0,0.0,85185.44,1
15758025,T'ang,632,France,Female,32.0,9,0.0,2,1.0,1.0,170819.01,0
15798200,Manna,644,France,Male,35.0,2,0.0,3,1.0,1.0,94148.3,0
15705918,Tien,633,France,Male,30.0,10,0.0,2,1.0,0.0,79503.06,0
15595834,Hsia,707,France,Female,31.0,5,0.0,2,0.0,0.0,172601.74,0
15598073,T'ang,682,France,Female,41.0,5,0.0,2,0.0,0.0,79577.33,0
15703599,Onyekachi,632,France,Male,26.0,10,136924.26,1,1.0,1.0,180598.66,0
15778142,Padovano,662,Spain,Male,35.0,2,0.0,2,1.0,1.0,54949.32,0
15696569,Shih,682,France,Male,33.0,9,0.0,2,1.0,1.0,149474.97,0
15693864,Iheanacho,567,France,Female,38.0,5,0.0,2,1.0,1.0,93953.84,0
15589475,Mazzanti,744,Germany,Male,53.0,8,108004.64,4,1.0,0.0,140941.46,1
15642291,Hsueh,645,Germany,Male,24.0,1,122532.35,1,1.0,0.0,170968.47,0
15776494,Nucci,773,France,Male,26.0,3,129118.5,1,1.0,0.0,64511.44,0
15780804,Toscani,593,France,Male,32.0,4,0.0,2,1.0,1.0,131953.94,0
15654870,Teng,775,France,Male,31.0,7,0.0,2,1.0,0.0,127433.47,0
15723250,Pisano,749,Germany,Female,24.0,4,100735.57,2,1.0,1.0,80190.36,1
15779659,Zetticci,625,France,Male,31.0,3,138705.02,1,1.0,0.0,176728.28,0
15793328,Zuyeva,706,France,Male,41.0,4,148874.68,1,0.0,1.0,27468.12,0
15754861,T'ien,635,Germany,Female,40.0,7,106261.67,2,1.0,1.0,50774.01,0
15629787,Mazzi,595,Spain,Female,41.0,3,86973.65,1,1.0,1.0,129955.54,0
15803801,Oluchukwu,699,France,Male,47.0,1,0.0,1,1.0,0.0,198817.72,1
15658100,Tung,695,France,Female,42.0,0,0.0,2,0.0,1.0,140724.64,0
15730076,Udobata,711,Spain,Female,45.0,9,91285.22,1,1.0,0.0,62825.03,0
15672955,Macleod,736,France,Male,36.0,6,0.0,2,1.0,1.0,61164.45,0
15621072,Y?,724,France,Female,62.0,4,0.0,1,1.0,1.0,179913.54,1
15769902,Onyemere,667,Germany,Male,44.0,2,144772.69,3,1.0,1.0,60906.12,1
15670172,T'ien,685,France,Male,29.0,0,142703.4,1,1.0,0.0,113926.71,0
15705009,Tretiakova,681,Germany,Male,50.0,1,125841.59,2,1.0,1.0,115287.84,1
15776929,Nebechi,731,Germany,Female,49.0,10,137494.28,1,1.0,0.0,92824.92,1
15720583,T'ien,611,Germany,Female,57.0,5,128264.03,1,1.0,1.0,19150.14,1
15623143,Lucchese,683,France,Male,41.0,2,0.0,2,1.0,0.0,119882.86,0
15672875,Owen,553,Spain,Male,35.0,3,0.0,2,1.0,1.0,48505.1,0
15584785,Hsieh,751,Germany,Male,39.0,8,85982.89,1,1.0,0.0,94499.05,1
15636353,McGregor,595,France,Female,32.0,5,0.0,1,0.0,0.0,105476.65,1
15777067,Thomas,646,Germany,Female,64.0,8,160858.13,1,1.0,0.0,61936.22,1
15647898,Chiazagomekpere,670,France,Female,35.0,5,123873.23,1,1.0,0.0,119759.24,0
15757827,Hsueh,741,France,Male,38.0,7,0.0,2,0.0,1.0,176750.81,1
15684484,White,543,France,Male,22.0,3,0.0,2,0.0,0.0,127587.22,0
15740164,Nwankwo,588,France,Male,44.0,2,0.0,2,0.0,0.0,86410.53,0
15772892,Bledsoe,754,Germany,Female,29.0,7,139432.37,1,1.0,1.0,114072.91,0
15747591,Naylor,691,France,Female,25.0,3,0.0,2,1.0,1.0,106837.06,0
15681274,Y?an,678,Germany,Female,22.0,6,157622.58,2,1.0,0.0,67961.87,0
15575428,Mistry,678,Germany,Female,38.0,2,106942.08,1,1.0,1.0,4400.32,0
15719090,Osonduagwuike,676,Germany,Female,34.0,5,89437.03,3,1.0,0.0,189540.95,1
15730360,Genovesi,641,Spain,Male,41.0,9,0.0,2,1.0,0.0,53311.29,0
15597591,Walker,714,France,Male,40.0,4,0.0,2,1.0,1.0,122960.98,0
15667521,Obidimkpa,709,France,Male,34.0,8,0.0,1,1.0,1.0,117828.96,0
15714689,Chikwado,559,Germany,Female,27.0,7,131244.65,1,1.0,0.0,91763.67,0
15702601,Manna,679,France,Male,40.0,10,0.0,2,1.0,1.0,91622.44,0
15808831,Milne,663,France,Female,28.0,3,142644.64,1,0.0,1.0,55868.97,0
15702571,Tsao,644,France,Male,25.0,10,0.0,1,0.0,1.0,180142.42,0
15613216,Cameron,523,Spain,Male,39.0,5,0.0,1,1.0,1.0,92455.96,0
15791977,Palerma,754,France,Female,28.0,8,0.0,2,1.0,0.0,194930.3,0
15573926,Ponomaryov,621,France,Female,32.0,7,0.0,2,1.0,1.0,126193.54,0
15681081,H?,659,Germany,Male,39.0,8,123981.31,1,1.0,1.0,107890.35,1
15624592,K'ung,589,France,Male,37.0,7,0.0,2,1.0,0.0,66796.92,0
15690182,Kao,683,France,Female,33.0,8,0.0,2,1.0,1.0,171378.77,0
15643082,Trevisani,639,France,Female,33.0,3,0.0,2,1.0,1.0,168816.33,0
15743709,Palermo,850,Germany,Male,39.0,8,151762.74,2,1.0,0.0,113946.59,0
15659710,Gadsdon,582,France,Female,41.0,1,0.0,2,0.0,1.0,126477.41,0
15682355,Hsueh,727,Germany,Male,35.0,9,140966.55,1,1.0,1.0,179227.21,0
15786170,Tien,579,France,Male,29.0,4,118342.26,2,0.0,1.0,161574.19,0
15680767,Okeke,648,Germany,Female,37.0,3,91718.9,1,1.0,1.0,79602.8,0
15672434,Maclean,730,France,Male,38.0,6,0.0,2,1.0,1.0,178361.04,0
15585892,Mazzi,679,Spain,Female,35.0,8,0.0,1,0.0,0.0,164453.98,1
15700752,Chuang,744,France,Female,62.0,7,0.0,3,1.0,1.0,83949.68,1
15691952,Fanucci,642,France,Male,37.0,1,160541.36,2,1.0,0.0,142223.94,0
15575410,Nwoye,699,Spain,Female,59.0,2,131607.33,1,1.0,1.0,171645.31,1
15592387,Shao,600,France,Male,31.0,10,0.0,1,0.0,1.0,1710.89,0
15809847,Mancini,732,Spain,Male,37.0,1,0.0,1,0.0,1.0,150784.26,0
15672432,Giles,632,France,Male,36.0,2,0.0,2,1.0,1.0,157527.6,0
15659364,Yobanna,727,Spain,Male,33.0,10,127822.93,1,1.0,1.0,62703.5,0
15577514,Mai,698,France,Female,36.0,8,0.0,2,1.0,1.0,13387.88,0
15729019,Chukwumaobim,699,France,Male,37.0,10,88915.85,1,1.0,1.0,77965.44,0
15709135,Chien,682,France,Female,38.0,9,123974.69,1,0.0,1.0,106763.58,0
15649744,Chidiebere,648,Germany,Male,40.0,8,92436.86,2,1.0,1.0,137963.0,0
15690743,Onyemere,469,France,Female,35.0,3,0.0,2,1.0,0.0,164113.04,0
15704954,Suffolk,431,France,Female,66.0,1,120764.08,1,0.0,1.0,117023.08,0
15708710,Ford,525,France,Female,35.0,0,0.0,2,0.0,0.0,131521.72,0
15583576,Yobanna,559,France,Male,48.0,8,0.0,3,1.0,0.0,176778.52,1
15643396,Chukwuemeka,756,Spain,Female,28.0,2,109528.14,1,1.0,0.0,157822.94,1
15591091,Yermolayev,591,France,Male,40.0,2,166034.04,1,1.0,1.0,130664.82,0
15671243,Tsui,652,Spain,Female,40.0,7,100471.34,1,0.0,1.0,107890.69,0
15688865,T'ang,762,Germany,Female,49.0,2,120140.59,2,1.0,0.0,161882.81,1
15593795,Ch'ien,691,France,Male,32.0,8,89047.61,2,1.0,1.0,58976.8,0
15704770,Chin,520,Spain,Male,33.0,3,0.0,2,1.0,1.0,147545.65,0
15764170,Pinto,647,Spain,Male,44.0,6,93960.35,1,1.0,0.0,36579.53,0
15641662,Enticknap,470,Spain,Male,39.0,5,117468.67,1,0.0,0.0,63705.9,0
15660269,Ekechukwu,692,Germany,Female,39.0,1,81710.46,2,1.0,1.0,75969.39,0
15668886,Chidubem,532,Spain,Male,24.0,8,142755.25,1,0.0,1.0,34231.48,0
15793824,Nkemakolam,714,France,Male,29.0,1,0.0,2,1.0,1.0,86479.49,0
15739803,Lucciano,686,Spain,Male,34.0,2,0.0,2,1.0,0.0,127569.8,0
15586800,P'eng,543,France,Male,35.0,7,0.0,2,0.0,1.0,56767.91,0
15792985,Tuan,641,Spain,Female,55.0,8,0.0,2,1.0,0.0,91285.88,1
